activity_metric,chemical_feature,pearson_correlation,pearson_p_value,spearman_correlation,spearman_p_value,n_samples,correlation_strength,correlation_direction,pearson_corrected_p,spearman_corrected_p
triple_activity_score,SA_tp_count,0.010958651261924251,0.5619506906674205,-0.060919183527682004,0.0012517191822845998,2803,very_weak,positive,,
triple_activity_score,SA_tn_count,-0.008375140966841145,0.6576079541792743,-0.24187384254964292,1.3355248351055312e-38,2803,very_weak,negative,,
triple_activity_score,SA_total_count,0.009601539457189188,0.6113672344826878,-0.09669867603014912,2.9083142255816426e-07,2803,very_weak,positive,,
triple_activity_score,EC_tp_count,0.017385699641458592,0.3575119177061794,0.07184012007816669,0.00014084456673303775,2803,very_weak,positive,,
triple_activity_score,EC_tn_count,-0.025881271251375026,0.17073064613409253,-0.2753763072086553,5.895899118229722e-50,2803,very_weak,negative,,
triple_activity_score,EC_total_count,0.011386480382706447,0.5467819805066588,-0.051189844273581864,0.006713506192679337,2803,very_weak,positive,,
triple_activity_score,CA_tp_count,0.01437082677017642,0.44693196182853695,0.05701604686842373,0.0025299880819196967,2803,very_weak,positive,,
triple_activity_score,CA_tn_count,-0.013386876902231608,0.4786584422853556,-0.25188227101799615,8.079160940479481e-42,2803,very_weak,negative,,
triple_activity_score,CA_total_count,0.0092550111339779,0.6242871973801156,-0.03683020411356589,0.05121108864545781,2803,very_weak,positive,,
triple_activity_score,molecular_weight,0.13286269977400952,1.636615301441944e-12,0.17181555901477907,5.159188233256846e-20,2803,very_weak,positive,,
triple_activity_score,logp,0.07280148342028761,0.00011443278417696184,0.10106722664354295,8.222034624536184e-08,2803,very_weak,positive,,
triple_activity_score,tpsa,0.09812451087606429,1.9369377019311936e-07,0.12021846070663578,1.7128569077648472e-10,2803,very_weak,positive,,
triple_activity_score,num_hbd,0.05903633870933442,0.0017665054098593644,0.06474654194315181,0.0006036477724129034,2803,very_weak,positive,,
triple_activity_score,num_hba,0.10200874766003068,6.218524097014524e-08,0.1337661936635569,1.1532913875093464e-12,2803,very_weak,positive,,
triple_activity_score,num_rotatable_bonds,0.10154929681882095,7.128717240308994e-08,0.13239392674345082,1.9606918445190936e-12,2803,very_weak,positive,,
triple_activity_score,num_atoms,0.12649398888961447,1.8042814522240013e-11,0.16600755590645183,9.028518417025699e-19,2803,very_weak,positive,,
