compound_id,smiles,violations,violation_details,SA_binary,EC_binary,CA_binary,SA_ensemble,EC_ensemble,CA_ensemble,SA_mic,EC_mic,CA_mic,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,Fsp3
CHEMBL2382233,CC1=CC=C2N=C(C(F)(F)F)C=C(OCCCCN3C(=O)C4=CC=CC=C4C3=O)C2=C1,6,"['MW: 428.4 (range: 183.21-338.85)', 'LogP: 5.02 (range: 1.39-4.01)', 'TPSA: 59.5 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.8456308484077454,0.7407142877578735,0.7340987354516983,6.25,50.0,6.25,428.4,5.02,59.5,0,4,6,4,0.26
CHEMBL515882,O=C1CCSCCC(=O)NC2=CC=CC(=N2)NC(=O)CCSCCC(=O)NC2=CC=CC(=N2)N1,6,"['MW: 502.6 (range: 183.21-338.85)', 'TPSA: 142.2 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'HBA: 8 (range: 1.96-4.87)', 'RotBonds: 0 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.8192874908447265,0.6920518338680267,0.8062113642692565,12.5,12.5,3.125,502.6,2.97,142.2,4,8,0,3,0.36
CHEMBL3621683,CC1=NC=C([N+](=O)[O-])N1CCCCN1C=NC2=CC(Cl)=CC=C2C1=O,6,"['MW: 361.8 (range: 183.21-338.85)', 'TPSA: 95.8 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 7 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9323765993118286,0.5058574438095093,0.8780819535255432,14.4716,14.4716,7.2358,361.8,2.94,95.8,0,7,6,3,0.31
CHEMBL3099267,COC(=O)[C@]1(C)CCC[C@]2(C)C3=CC=C(C(C)C)C=C3C3=C(C4=CC=CC=C4N3CCN3CCNCC3)[C@@H]12,6,"['MW: 513.7 (range: 183.21-338.85)', 'LogP: 6.06 (range: 1.39-4.01)', 'HBA: 5 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)', 'Fsp3: 0.55 (range: 0.13-0.49)']",1,1,1,0.854633629322052,0.7010215759277344,0.7576615452766419,15.6,15.6,31.2,513.7,6.06,46.5,1,5,5,6,0.55
CHEMBL2043063,CS(=O)(=O)C1=CC=C(CC2=NN=C3SCC(C4=CC=C(O)C(C(N)=O)=C4)=NN23)C=C1,6,"['MW: 443.5 (range: 183.21-338.85)', 'TPSA: 140.5 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 9 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.8140358448028564,0.9419012665748596,0.5547826409339904,12.5,6.25,3.125,443.5,1.44,140.5,2,9,5,4,0.16
CHEMBL1087635,CC1=NN(C(=O)C2=C(Cl)C3=CC=CC=C3S2)C(=O)/C1=N/NC1=CC=C(C)C=C1[N+](=O)[O-],6,"['MW: 455.9 (range: 183.21-338.85)', 'LogP: 4.6 (range: 1.39-4.01)', 'TPSA: 117.3 (range: 18.70-56.82)', 'HBA: 8 (range: 1.96-4.87)', 'Rings: 4 (range: 1.88-2.92)', 'Fsp3: 0.1 (range: 0.13-0.49)']",1,1,1,0.8942384481430053,0.7377014040946961,0.678279547393322,6.0,6.0,6.0,455.9,4.6,117.3,1,8,4,4,0.1
CHEMBL2440779,CC1=CC(=O)OC2=C(C3=NN(C4=CC=C(Cl)C=C4)C=C3C=O)C(O)=CC=C12,6,"['MW: 380.8 (range: 183.21-338.85)', 'LogP: 4.13 (range: 1.39-4.01)', 'TPSA: 85.3 (range: 18.70-56.82)', 'HBA: 6 (range: 1.96-4.87)', 'Rings: 4 (range: 1.88-2.92)', 'Fsp3: 0.05 (range: 0.13-0.49)']",1,1,1,0.847765588760376,0.7378681063652038,0.7231050431728363,15.0,30.0,25.0,380.8,4.13,85.3,1,6,3,4,0.05
CHEMBL536994,C1=CC=C2NC(CCSSCCC3=NC4=CC=CC=C4N3)=NC2=C1,6,"['MW: 354.5 (range: 183.21-338.85)', 'LogP: 4.61 (range: 1.39-4.01)', 'TPSA: 57.4 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'RotBonds: 7 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.9527279257774351,0.4654298231005668,0.8900377631187439,12.5,12.5,6.25,354.5,4.61,57.4,2,4,7,4,0.22
CHEMBL1079477,COC1=CC=C(C2C3CCCC(C3=NOCC3=CC=CC=C3)C(C3=CC=C(OC)C=C3)N2C)C=C1,6,"['MW: 470.6 (range: 183.21-338.85)', 'LogP: 6.42 (range: 1.39-4.01)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'RotBonds: 7 (range: 0.61-4.74)', 'Rings: 5 (range: 1.88-2.92)']",1,1,1,0.6580926239490509,0.7609638273715973,0.8849075317382813,50.0,25.0,25.0,470.6,6.42,43.3,0,5,7,5,0.37
CHEMBL549605,O=C(C1=CC=CC=C1Br)N1C=CN=C1C1=CC=C([N+](=O)[O-])C=C1,6,"['MW: 372.2 (range: 183.21-338.85)', 'TPSA: 78.0 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'Rings: 3 (range: 1.88-2.92)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.8932796120643616,0.50501828789711,0.9046109676361084,7.4436,14.8872,59.5488,372.2,3.91,78.0,0,5,3,3,0.0
CHEMBL3099255,COC(=O)[C@]1(C)CCC[C@]2(C)C3=CC=C(C(C)C)C=C3C3=C(C4=CC=CC=C4N3CCN3C=NC4=CC=CC=C43)[C@@H]12,6,"['MW: 545.7 (range: 183.21-338.85)', 'LogP: 8.2 (range: 1.39-4.01)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 7 (range: 1.88-2.92)']",1,1,1,0.7855855822563171,0.7392351150512695,0.7750939846038818,31.2,31.2,31.2,545.7,8.2,49.0,0,5,5,7,0.39
CHEMBL2282498,O=C1C=C(C2=CC=C(Cl)C=C2)OC2=CC3=C(C=C12)C(=O)C=C(C1=CC=C(Cl)C=C1)O3,6,"['MW: 435.3 (range: 183.21-338.85)', 'LogP: 6.54 (range: 1.39-4.01)', 'TPSA: 60.4 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'Rings: 5 (range: 1.88-2.92)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.8508812665939331,0.702570378780365,0.7446167528629303,12.5,25.0,12.5,435.3,6.54,60.4,0,4,2,5,0.0
CHEMBL3759151,COC(=O)CNP(=O)(OCCN(C)C1=CC(=O)OC2=CC=C(C(C)(C)C)C=C12)OC1=CC=CC=C1,6,"['MW: 502.5 (range: 183.21-338.85)', 'LogP: 4.49 (range: 1.39-4.01)', 'TPSA: 107.3 (range: 18.70-56.82)', 'HBA: 8 (range: 1.96-4.87)', 'RotBonds: 10 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.5999269038438797,0.8029914259910583,0.8946900725364685,8.0,64.0,64.0,502.5,4.49,107.3,1,8,10,3,0.36
CHEMBL2237567,CC1=CC(=O)OC2=CC(OC3=NC(NC4=CC=CC=C4)=NC(N4CCN(C5=CC=CC=N5)CC4)=N3)=CC=C12,6,"['MW: 507.6 (range: 183.21-338.85)', 'LogP: 4.54 (range: 1.39-4.01)', 'TPSA: 109.5 (range: 18.70-56.82)', 'HBA: 10 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.8703938007354737,0.7088829278945923,0.7118311285972595,12.5,25.0,25.0,507.6,4.54,109.5,1,10,6,6,0.18
CHEMBL2235892,N#CC1=CC=C(NC2=NC(OC3=NC=NC4=CC=CC=C34)=NC(N3CCN(C4=CC=C(F)C=C4)CC3)=N2)C=C1C(F)(F)F,6,"['MW: 587.5 (range: 183.21-338.85)', 'LogP: 5.71 (range: 1.39-4.01)', 'TPSA: 116.0 (range: 18.70-56.82)', 'HBA: 10 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.9067667961120606,0.7657416582107544,0.6138897061347961,6.25,25.0,6.25,587.5,5.71,116.0,1,10,6,6,0.17
CHEMBL3753244,CCCCCCCCCCOCCC1=C(C)[N+](C)=CS1,6,"['LogP: 4.58 (range: 1.39-4.01)', 'TPSA: 13.1 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'RotBonds: 12 (range: 0.61-4.74)', 'Rings: 1 (range: 1.88-2.92)', 'Fsp3: 0.82 (range: 0.13-0.49)']",1,1,1,0.9573911905288696,0.6494230031967163,0.6736313998699188,2.0,32.0,16.0,298.5,4.58,13.1,0,2,12,1,0.82
CHEMBL3310264,CC1=CC(=O)OC2=CC(OCC(O)CSC3=NC4=CC=CC=C4N3)=CC=C12,6,"['MW: 382.4 (range: 183.21-338.85)', 'TPSA: 88.3 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 6 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.77262362241745,0.7560173332691192,0.7510916829109192,32.0,0.5,32.0,382.4,3.51,88.3,2,6,6,4,0.2
CHEMBL1807897,CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=C(NC(=O)NC2=C(C)C=CC=C2F)C=C1,6,"['MW: 442.5 (range: 183.21-338.85)', 'LogP: 4.13 (range: 1.39-4.01)', 'TPSA: 91.5 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.729215121269226,0.7554838180541992,0.7930896639823913,60.0,30.0,50.0,442.5,4.13,91.5,4,4,5,3,0.23
CHEMBL4293120,CC(C)(C)OC(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC1=CC=C2C(=O)C3=CC=CC=C3OC2=C1,6,"['MW: 459.5 (range: 183.21-338.85)', 'LogP: 4.99 (range: 1.39-4.01)', 'TPSA: 94.8 (range: 18.70-56.82)', 'HBA: 6 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.9346046447753906,0.550034123659134,0.7916747391223907,25.0,22.0,30.0,459.5,4.99,94.8,1,6,5,4,0.22
CHEMBL2282626,CC1=CC=C(F)C=C1NC(=O)NCCNC1=CC=NC2=C(F)C=C(F)C=C12,6,"['MW: 374.4 (range: 183.21-338.85)', 'LogP: 4.19 (range: 1.39-4.01)', 'TPSA: 66.1 (range: 18.70-56.82)', 'HBD: 3 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.6940219700336456,0.7853383660316468,0.7965103507041931,25.0,25.0,25.0,374.4,4.19,66.1,3,3,5,3,0.16
CHEMBL1771225,CC1=NN(C2=CC=CC=C2)C(Cl)=C1/C=C/C(=O)C1C(=O)NC(=O)NC1=O,6,"['MW: 372.8 (range: 183.21-338.85)', 'TPSA: 110.2 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 6 (range: 1.96-4.87)', 'Rings: 3 (range: 1.88-2.92)', 'Fsp3: 0.12 (range: 0.13-0.49)']",1,1,1,0.5841455858200788,0.734244430065155,0.952096140384674,12.5,12.5,12.5,372.8,1.4,110.2,2,6,4,3,0.12
CHEMBL1668971,CC1=CC(=O)OC2=CC(OCC3=CC=C(CN4C=NC=N4)C=C3)=CC=C12,6,"['MW: 347.4 (range: 183.21-338.85)', 'TPSA: 70.2 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 6 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.5722174853086471,0.8223093390464783,0.8740825772285461,64.0,64.0,32.0,347.4,3.32,70.2,0,6,5,4,0.15
CHEMBL199391,CC1=CC=CC(NC(=O)C2=CC3=C(CO)C=NC(C)=C3O/C2=N\C2=CC=C(C)C(C)=C2)=C1,6,"['MW: 427.5 (range: 183.21-338.85)', 'LogP: 5.04 (range: 1.39-4.01)', 'TPSA: 87.7 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.5739877164363861,0.8640738368034363,0.8292784452438354,50.0,25.0,12.5,427.5,5.04,87.7,2,5,4,4,0.19
CHEMBL2235891,N#CC1=CC=C(NC2=NC(OC3=NC=NC4=CC=CC=C34)=NC(N3CCN(C4=CC=CC=C4F)CC3)=N2)C=C1C(F)(F)F,6,"['MW: 587.5 (range: 183.21-338.85)', 'LogP: 5.71 (range: 1.39-4.01)', 'TPSA: 116.0 (range: 18.70-56.82)', 'HBA: 10 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.9007007002830505,0.7210496664047241,0.6450062155723572,6.25,50.0,12.5,587.5,5.71,116.0,1,10,6,6,0.17
CHEMBL1807899,CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=C(NC(=O)NC2=C(C)C=CC=C2Cl)C=C1,6,"['MW: 459.0 (range: 183.21-338.85)', 'LogP: 4.65 (range: 1.39-4.01)', 'TPSA: 91.5 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7502146124839782,0.762106716632843,0.752362048625946,40.0,55.0,40.0,459.0,4.65,91.5,4,4,5,3,0.23
CHEMBL2235893,N#CC1=CC=C(NC2=NC(OC3=NC=NC4=CC=CC=C34)=NC(N3CCN(C4=CC=CC(C(F)(F)F)=C4)CC3)=N2)C=C1C(F)(F)F,6,"['MW: 637.5 (range: 183.21-338.85)', 'LogP: 6.59 (range: 1.39-4.01)', 'TPSA: 116.0 (range: 18.70-56.82)', 'HBA: 10 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.9089300751686096,0.7314591526985168,0.6241273045539856,3.12,25.0,6.25,637.5,6.59,116.0,1,10,6,6,0.2
CHEMBL3128126,CC1=CC=C(C2=NN=C3SC(C4=C(C)C5=C(NC6=CC=C(F)C(Cl)=C6)N=CN=C5[Se]4)=NN23)C=C1,6,"['MW: 554.9 (range: 183.21-338.85)', 'LogP: 5.67 (range: 1.39-4.01)', 'TPSA: 80.9 (range: 18.70-56.82)', 'HBA: 8 (range: 1.96-4.87)', 'Rings: 6 (range: 1.88-2.92)', 'Fsp3: 0.09 (range: 0.13-0.49)']",1,1,1,0.8249000668525696,0.8765089273452759,0.5620347619056701,6.25,12.5,25.0,554.9,5.67,80.9,1,8,4,6,0.09
CHEMBL2088001,CN1CCN(C2=C(Cl)C(=O)C(N3CCN(C)CC3)=C(Cl)C2=O)CC1,6,"['MW: 373.3 (range: 183.21-338.85)', 'LogP: 0.53 (range: 1.39-4.01)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 6 (range: 1.96-4.87)', 'Rings: 3 (range: 1.88-2.92)', 'Fsp3: 0.62 (range: 0.13-0.49)']",1,1,1,0.6230081677436828,0.7317461609840393,0.907750380039215,6.25,6.25,6.25,373.3,0.53,47.1,0,6,2,3,0.62
CHEMBL2283481,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=CC3=CC(OC)=CC=C23)=C1,6,"['MW: 413.3 (range: 183.21-338.85)', 'LogP: 4.38 (range: 1.39-4.01)', 'TPSA: 59.9 (range: 18.70-56.82)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)', 'Fsp3: 0.1 (range: 0.13-0.49)']",1,1,1,0.7560690879821778,0.7568948984146118,0.7475427865982056,6.25,12.5,12.5,413.3,4.38,59.9,1,4,5,3,0.1
CHEMBL558082,CCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)OC,6,"['MW: 370.5 (range: 183.21-338.85)', 'TPSA: 117.3 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'RotBonds: 16 (range: 0.61-4.74)', 'Rings: 0 (range: 1.88-2.92)', 'Fsp3: 0.84 (range: 0.13-0.49)']",1,1,1,0.8323415160179138,0.6175744473934174,0.8059252619743347,14.45106,58.17478,58.17478,370.5,2.83,117.3,4,4,16,0,0.84
CHEMBL2282622,O=C(NCCNC1=CC=NC2=C(F)C=C(F)C=C12)NC1=CC=CC=C1C(F)(F)F,6,"['MW: 410.3 (range: 183.21-338.85)', 'LogP: 4.77 (range: 1.39-4.01)', 'TPSA: 66.0 (range: 18.70-56.82)', 'HBD: 3 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7400448441505432,0.7388131380081177,0.7769629478454589,15.0,10.0,15.0,410.3,4.77,66.0,3,3,5,3,0.16
CHEMBL159714,OCCCNCCN(CC1=CC=CC=C1)CC1=CC=CC(CN(CC2=CC=CC=C2)CC2=CC=CC=C2)=N1,6,"['MW: 508.7 (range: 183.21-338.85)', 'LogP: 5.26 (range: 1.39-4.01)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'RotBonds: 16 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.8868157148361206,0.7453017890453338,0.6200977981090545,12.71775,5.0871,25.4355,508.7,5.26,51.6,2,5,16,4,0.3
CHEMBL1761913,COC1=CC=C([C@H]2O[C@@H](C3=CC=C(OC)C=C3)[C@H](C)/C(=N/NC(N)=S)[C@H]2C)C=C1,6,"['MW: 413.5 (range: 183.21-338.85)', 'TPSA: 78.1 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9282750725746156,0.7837907552719117,0.5400624245405197,12.5,25.0,12.5,413.5,3.98,78.1,2,5,5,3,0.36
CHEMBL2282499,O=C1C=C(C2=CC=CC(Cl)=C2)OC2=CC3=C(C=C12)C(=O)C=C(C1=CC=CC(Cl)=C1)O3,6,"['MW: 435.3 (range: 183.21-338.85)', 'LogP: 6.54 (range: 1.39-4.01)', 'TPSA: 60.4 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'Rings: 5 (range: 1.88-2.92)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.8766605019569397,0.5970768868923187,0.7752704441547393,25.0,50.0,50.0,435.3,6.54,60.4,0,4,2,5,0.0
CHEMBL3759919,COC(=O)C(NP(=O)(OCCN(C)C1=CC(=O)OC2=CC=C(C(C)(C)C)C=C12)OC1=CC=CC=C1)C(C)C,6,"['MW: 544.6 (range: 183.21-338.85)', 'LogP: 5.52 (range: 1.39-4.01)', 'TPSA: 107.3 (range: 18.70-56.82)', 'HBA: 8 (range: 1.96-4.87)', 'RotBonds: 11 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7279525399208069,0.6212772011756897,0.8960910677909851,16.0,16.0,64.0,544.6,5.52,107.3,1,8,11,3,0.43
CHEMBL2234921,CCOC1=C(/C=N\NC(=O)C2=CC=NC=C2)C=CC=C1CN1CCNCC1,6,"['MW: 367.5 (range: 183.21-338.85)', 'TPSA: 78.8 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)', 'HBA: 6 (range: 1.96-4.87)', 'RotBonds: 7 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.6602003782987594,0.6950731217861176,0.8872583389282227,3.12,6.25,12.5,367.5,1.65,78.8,2,6,7,3,0.35
CHEMBL200516,COC1=CC(NC(=O)C2=CC3=C(CO)C=NC(C)=C3O/C2=N\C2=CC=C(C(N)=O)C=C2)=CC(OC)=C1,6,"['MW: 488.5 (range: 183.21-338.85)', 'TPSA: 149.3 (range: 18.70-56.82)', 'HBD: 3 (range: 0.23-1.59)', 'HBA: 8 (range: 1.96-4.87)', 'RotBonds: 7 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.5062271595001221,0.8844879269599915,0.8341400980949402,50.0,50.0,25.0,488.5,3.23,149.3,3,8,7,4,0.15
CHEMBL1807893,CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=C(NC(=O)NC2=CC=CC=C2Cl)C=C1,6,"['MW: 444.9 (range: 183.21-338.85)', 'LogP: 4.34 (range: 1.39-4.01)', 'TPSA: 91.5 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7587698817253112,0.7166835904121399,0.7456846237182617,10.0,10.0,10.0,444.9,4.34,91.5,4,4,5,3,0.19
CHEMBL2237550,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=CC=CC(Cl)=C4Cl)CC3)=N2)C2=CC=CC=C2O1,6,"['MW: 561.4 (range: 183.21-338.85)', 'LogP: 6.15 (range: 1.39-4.01)', 'TPSA: 96.6 (range: 18.70-56.82)', 'HBA: 9 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.8276949286460876,0.7378739237785339,0.6499699831008912,25.0,50.0,12.5,561.4,6.15,96.6,1,9,6,6,0.14
CHEMBL4088106,COC1=CC=C(CN2C(C3=CC(OC)=C(O)C4=C3CC3C5=CC6=C(C=C5CCN3C4)OCO6)=NC3=CC=CC=C32)C=C1,6,"['MW: 561.6 (range: 183.21-338.85)', 'LogP: 5.86 (range: 1.39-4.01)', 'TPSA: 78.2 (range: 18.70-56.82)', 'HBA: 8 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 8 (range: 1.88-2.92)']",1,1,1,0.7374222815036774,0.6694788038730621,0.8075244069099426,32.01348,53.3558,21.34232,561.6,5.86,78.2,1,8,5,8,0.26
CHEMBL2235895,COC1=CC=C(N2CCN(C3=NC(NC4=CC=C(C#N)C(C(F)(F)F)=C4)=NC(OC4=NC=NC5=CC=CC=C45)=N3)CC2)C=C1,6,"['MW: 599.6 (range: 183.21-338.85)', 'LogP: 5.58 (range: 1.39-4.01)', 'TPSA: 125.2 (range: 18.70-56.82)', 'HBA: 11 (range: 1.96-4.87)', 'RotBonds: 7 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.9072744131088256,0.712453055381775,0.5945359945297242,6.25,6.25,12.5,599.6,5.58,125.2,1,11,7,6,0.2
CHEMBL2159258,COC1=CC=C(C2=NN(C(C)=O)C(C3=CC=C(NS(=O)(=O)C4=CC=C(C(F)(F)F)C=C4Br)C=C3)C2)C=C1OC,6,"['MW: 626.5 (range: 183.21-338.85)', 'LogP: 5.98 (range: 1.39-4.01)', 'TPSA: 97.3 (range: 18.70-56.82)', 'HBA: 6 (range: 1.96-4.87)', 'RotBonds: 7 (range: 0.61-4.74)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.8719135403633118,0.6651147365570068,0.6763637661933899,10.0,10.0,20.0,626.5,5.98,97.3,1,6,7,4,0.23
CHEMBL1807894,CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=C(NC(=O)NC2=CC=CC=C2C(F)(F)F)C=C1,6,"['MW: 478.5 (range: 183.21-338.85)', 'LogP: 4.71 (range: 1.39-4.01)', 'TPSA: 91.5 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7098843216896057,0.7815735220909119,0.7048693060874939,25.0,15.0,25.0,478.5,4.71,91.5,4,4,5,3,0.23
CHEMBL1807902,CCOC(=O)C1=C(C)NC(=S)NC1C1=CC=C(NC(=O)NC2=CC=C(C(F)(F)F)C=C2Cl)C=C1,6,"['MW: 512.9 (range: 183.21-338.85)', 'LogP: 5.36 (range: 1.39-4.01)', 'TPSA: 91.5 (range: 18.70-56.82)', 'HBD: 4 (range: 0.23-1.59)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7451083779335022,0.7439244985580444,0.7065804958343506,35.0,25.0,35.0,512.9,5.36,91.5,4,4,5,3,0.23
CHEMBL2282615,CC(C)C1=CC=C(NC(=O)NCCNC2=CC=NC3=C(F)C=C(F)C=C23)C=C1,6,"['MW: 384.4 (range: 183.21-338.85)', 'LogP: 4.87 (range: 1.39-4.01)', 'TPSA: 66.1 (range: 18.70-56.82)', 'HBD: 3 (range: 0.23-1.59)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.7467705488204956,0.6692943632602691,0.7754101991653443,40.0,40.0,45.0,384.4,4.87,66.1,3,3,6,3,0.24
CHEMBL561216,O=C(C1=CC=CC=C1Br)N1C=CN=C1C1=CC=CC([N+](=O)[O-])=C1,6,"['MW: 372.2 (range: 183.21-338.85)', 'TPSA: 78.0 (range: 18.70-56.82)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'Rings: 3 (range: 1.88-2.92)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.8512750267982483,0.5141742289066314,0.8208774089813232,14.8872,7.4436,59.5488,372.2,3.91,78.0,0,5,3,3,0.0
CHEMBL3099252,COC(=O)[C@]1(C)CCC[C@]2(C)C3=CC=C(C(C)C)C=C3C3=C(C4=CC=CC=C4N3CCN3C=CN=C3)[C@@H]12,6,"['MW: 495.7 (range: 183.21-338.85)', 'LogP: 7.05 (range: 1.39-4.01)', 'HBD: 0 (range: 0.23-1.59)', 'HBA: 5 (range: 1.96-4.87)', 'RotBonds: 5 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.8169693350791931,0.7060550391674042,0.6592075645923614,15.6,62.5,62.5,495.7,7.05,49.0,0,5,5,6,0.44
CHEMBL2237556,O=C1C=C(OC2=NC(NC3=CC=CC=C3)=NC(N3CCN(C4=CC=CC=N4)CC3)=N2)C2=CC=CC=C2O1,6,"['MW: 493.5 (range: 183.21-338.85)', 'LogP: 4.24 (range: 1.39-4.01)', 'TPSA: 109.5 (range: 18.70-56.82)', 'HBA: 10 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)', 'Rings: 6 (range: 1.88-2.92)']",1,1,1,0.8506174802780151,0.7467747807502747,0.584717208147049,12.5,25.0,25.0,493.5,4.24,109.5,1,10,6,6,0.15
