compound_id,smiles,violations,violation_details,SA_binary,EC_binary,CA_binary,SA_ensemble,EC_ensemble,CA_ensemble,SA_mic,EC_mic,CA_mic,MW,LogP,TPSA,HBD,HBA,RotBonds,Rings,Fsp3
CHEMBL2297203,CC1=CC(C(=O)/C=C/C2=CC=CN2)=C(C)O1,0,[],1,1,1,0.7969464898109436,0.9183004021644592,0.9756702423095704,30.0,40.0,30.0,215.3,3.12,46.0,1,2,3,2,0.15
CHEMBL478705,COC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1OC,0,[],1,1,1,0.8482493162155151,0.6039977550506592,0.7998664617538452,23.0,23.0,16.0,257.3,2.96,47.6,1,3,4,2,0.13
CHEMBL448020,COC1=CC=C(C(=O)NC2=CC=C(Cl)C=C2)C=C1OC,0,[],1,1,1,0.6834797978401184,0.6328287482261657,0.8016782879829407,19.0,17.0,13.5,291.7,3.61,47.6,1,3,4,2,0.13
CHEMBL45854,COC1=CC=C(C(=O)NC2=CC=CC=C2Cl)C=C1OC,0,[],1,1,1,0.8526615262031555,0.5842710375785828,0.6800970911979676,15.0,17.0,13.5,291.7,3.61,47.6,1,3,4,2,0.13
CHEMBL476282,COC1=CC=C(C(=O)NC2=CC=C(C)C=C2)C=C1OC,0,[],1,1,1,0.6943217575550079,0.6186407923698425,0.7749057173728943,18.5,17.0,13.0,271.3,3.26,47.6,1,3,4,2,0.19
CHEMBL470988,COC1=CC=C(C(=O)NC2=CC=CC=C2C)C=C1OC,0,[],1,1,1,0.8701910018920899,0.51163449883461,0.5976522713899612,17.0,18.5,13.0,271.3,3.26,47.6,1,3,4,2,0.19
CHEMBL476281,COC1=CC=C(C(=O)NC2=CC=CC(C)=C2)C=C1OC,0,[],1,1,1,0.7409005045890809,0.4973917126655579,0.7296648144721984,17.0,17.0,10.0,271.3,3.26,47.6,1,3,4,2,0.19
CHEMBL476844,COC1=CC=C(C(=O)NC2=CC=C(Br)C=C2)C=C1OC,0,[],1,1,1,0.5428490445017815,0.6151599168777466,0.7884310722351074,19.0,19.0,15.0,336.2,3.72,47.6,1,3,4,2,0.13
CHEMBL250454,COC1=CC=C(C(=O)NC2=CC=CC(Cl)=C2)C=C1OC,0,[],1,1,1,0.5986478745937347,0.5479774117469788,0.7783372282981873,20.0,17.0,15.0,291.7,3.61,47.6,1,3,4,2,0.13
CHEMBL2047931,C=C(C(=O)OCC)C(O)C1=CC=C(Cl)C=C1,1,['Rings: 1 (range: 1.88-2.92)'],1,1,1,0.9884684085845948,0.9629948854446412,0.969174838066101,18.0,15.0,12.0,240.7,2.49,46.5,1,3,4,1,0.25
CHEMBL2047935,C=C(C(=O)OCC)C(O)C1=CC=C(F)C=C1,1,['Rings: 1 (range: 1.88-2.92)'],1,1,1,0.9867940783500672,0.963403820991516,0.9700034379959106,20.0,16.0,15.0,224.2,1.98,46.5,1,3,4,1,0.25
CHEMBL2047937,C=C(C(=O)OCC)C(O)C1=CC=CC=C1Cl,1,['Rings: 1 (range: 1.88-2.92)'],1,1,1,0.9876679182052612,0.9614529728889464,0.9543111681938172,18.0,16.0,13.0,240.7,2.49,46.5,1,3,4,1,0.25
CHEMBL2047939,C=C(C(=O)OCC)C(O)C1=CC=C(Cl)C=C1Cl,1,['Rings: 1 (range: 1.88-2.92)'],1,1,1,0.9872927069664,0.9628297448158264,0.934698176383972,18.0,20.0,15.0,275.1,3.15,46.5,1,3,4,1,0.25
CHEMBL4589200,CC/C=N/N1C(S)=NN=C1C1=CC=NC=C1,1,['HBA: 6 (range: 1.96-4.87)'],1,1,1,0.970064353942871,0.955679416656494,0.9259849190711976,10.2,10.2,10.2,233.3,1.87,56.0,1,6,3,2,0.2
CHEMBL2047942,C=C(C(=O)CC)C(O)C1=CC=C(Cl)C=C1,1,['Rings: 1 (range: 1.88-2.92)'],1,1,1,0.9732055544853212,0.9219984889030456,0.950748324394226,18.0,20.0,12.0,224.7,2.91,37.3,1,2,4,1,0.25
CHEMBL4444101,CCC/C=N/N1C(S)=NN=C1C1=CC=NC=C1,1,['HBA: 6 (range: 1.96-4.87)'],1,1,1,0.9636307001113892,0.9368754148483276,0.8983525633811951,10.2,10.2,10.2,247.3,2.26,56.0,1,6,4,2,0.27
CHEMBL2237768,CC1=CC=C(N2C(=O)C(Cl)C23C(=O)NC2=CC=CC=C23)C=C1,1,['Rings: 4 (range: 1.88-2.92)'],1,1,1,0.959023642539978,0.9644113659858704,0.858611786365509,25.0,25.0,12.5,312.8,2.8,49.4,1,2,1,4,0.18
CHEMBL1256337,O=C(/C=C/C1=CC=CO1)C1=CC(Cl)=CN1,1,['Fsp3: 0.0 (range: 0.13-0.49)'],1,1,1,0.8894127488136292,0.9196688055992126,0.9691256642341614,12.5,12.5,50.0,221.6,3.16,46.0,1,2,3,2,0.0
CHEMBL1926925,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=C(F)C=C2)S1,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.929445779323578,0.8875069499015809,0.9446057081222534,20.005804,15.011612,10.01742,290.4,3.92,42.0,1,4,5,2,0.2
CHEMBL1926926,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=CC(F)=C2)S1,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.9393437027931212,0.8693880677223206,0.9445608973503112,20.005804,20.005804,10.01742,290.4,3.92,42.0,1,4,5,2,0.2
CHEMBL1256410,O=C(/C=C/C1=CC=CO1)C1=CC(Cl)=C(Cl)N1,1,['Fsp3: 0.0 (range: 0.13-0.49)'],1,1,1,0.9051435470581056,0.9026954293251036,0.9430097579956056,1.56,3.125,50.0,256.1,3.81,46.0,1,2,3,2,0.0
CHEMBL1926919,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=CC=C2)S1,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.9205263495445252,0.8670717716217041,0.9417702436447144,20.019195,20.019195,10.023216,272.4,3.78,42.0,1,4,5,2,0.2
CHEMBL2237769,CC1=CC=CC=C1N1C(=O)C(Cl)C12C(=O)NC1=CC=CC=C12,1,['Rings: 4 (range: 1.88-2.92)'],1,1,1,0.9592950224876404,0.9658662557601928,0.7939877390861512,12.5,25.0,25.0,312.8,2.8,49.4,1,2,1,4,0.18
CHEMBL1256308,COC1=CC=C(/C=C/C(=O)C2=CC(Cl)=CN2)C=C1,1,['Fsp3: 0.07 (range: 0.13-0.49)'],1,1,1,0.836090362071991,0.9139840722084044,0.9612543225288392,12.5,12.5,50.0,261.7,3.57,42.1,1,2,4,2,0.07
CHEMBL2283476,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=CC=C2)=C1,1,['Fsp3: 0.07 (range: 0.13-0.49)'],1,1,1,0.9272724509239196,0.8291252970695495,0.8896020889282227,12.5,12.5,1.562,333.2,3.22,50.7,1,3,4,2,0.07
CHEMBL504614,NC1=NC2=CC(Cl)=CC=C2N1C1CCCC1,1,['Rings: 3 (range: 1.88-2.92)'],1,1,1,0.9593289375305176,0.6893242716789245,0.950504755973816,25.0,50.0,25.0,235.7,3.39,43.8,1,3,1,3,0.42
CHEMBL2151457,CCSC1=NN=C(C2=CC(Br)=C(Br)N2)O1,1,['MW: 353.0 (range: 183.21-338.85)'],1,1,1,0.969083333015442,0.6490569829940795,0.9808141469955444,12.5,12.5,12.5,353.0,3.7,54.7,1,4,3,2,0.25
CHEMBL1256309,COC1=CC=C(OC)C(/C=C/C(=O)C2=CC(Cl)=CN2)=C1,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.7866564393043518,0.8516064405441284,0.9571935772895812,12.5,12.5,50.0,291.7,3.58,51.3,1,3,5,2,0.13
CHEMBL1256335,COC1=CC=C(/C=C/C(=O)C2=CC(Cl)=CN2)C=C1OC,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.7433702945709229,0.8479179859161377,0.9563276648521424,12.5,12.5,50.0,291.7,3.58,51.3,1,3,5,2,0.13
CHEMBL2297200,CCC1=CC=C(/C=C/C(=O)C2=C(C)OC(C)=C2)O1,1,['HBD: 0 (range: 0.23-1.59)'],1,1,1,0.8452480435371399,0.6758148580789566,0.977950370311737,40.0,40.0,40.0,244.3,3.95,43.4,0,3,4,2,0.27
CHEMBL2070624,CC1=CCC(C2=CC=CS2)OC1=O,1,['HBD: 0 (range: 0.23-1.59)'],1,1,1,0.767489130795002,0.7264384388923645,0.9446277379989624,25.0,12.0,25.0,194.3,2.68,26.3,0,3,1,2,0.3
CHEMBL2070622,CC1=CC[C@H](C2=CC=CS2)OC1=O,1,['HBD: 0 (range: 0.23-1.59)'],1,1,1,0.7112902700901031,0.7820239901542664,0.9162191867828368,25.0,25.0,25.0,194.3,2.68,26.3,0,3,1,2,0.3
CHEMBL2262780,O=C1OC(C2=CC=C(Cl)C=C2)C(Br)=C1O,1,['Fsp3: 0.1 (range: 0.13-0.49)'],1,1,1,0.5797156974673271,0.7370353877544403,0.9718206524848938,62.5,31.25,31.25,289.5,3.1,46.5,1,3,1,2,0.1
CHEMBL2297197,CCC1=CC=C(/C=C/C(=O)C2=CSC=C2)O1,1,['HBD: 0 (range: 0.23-1.59)'],1,1,1,0.8067111313343048,0.7068318605422974,0.7697670817375183,20.0,30.0,20.0,232.3,3.8,30.2,0,3,4,2,0.15
CHEMBL2262779,O=C1OC(C2=CC=CC=C2)C(Br)=C1O,1,['Fsp3: 0.1 (range: 0.13-0.49)'],1,1,1,0.5629693388938903,0.7235161125659942,0.9738720178604126,62.5,62.5,31.25,255.1,2.45,46.5,1,3,1,2,0.1
CHEMBL476235,COC1=CC=CC=C1NC(=O)C1=CC=C(OC)C(OC)=C1,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.8548100590705872,0.6463304400444031,0.7158185839653015,17.0,17.0,15.0,287.3,2.96,56.8,1,4,5,2,0.19
CHEMBL476645,COC1=CC=C(NC(=O)C2=CC=C(OC)C(OC)=C2)C=C1,1,['RotBonds: 5 (range: 0.61-4.74)'],1,1,1,0.7689298689365387,0.6593529343605041,0.7649489641189575,18.0,19.0,12.5,287.3,2.96,56.8,1,4,5,2,0.19
CHEMBL2297201,COC1=CC=C(/C=C/C(=O)C2=C(C)OC(C)=C2)C=C1,1,['HBD: 0 (range: 0.23-1.59)'],1,1,1,0.6454628705978394,0.5401687562465668,0.978682816028595,40.0,30.0,30.0,256.3,3.8,39.4,0,3,4,2,0.19
CHEMBL2070623,CC1=CC[C@@H](C2=CC=CS2)OC1=O,1,['HBD: 0 (range: 0.23-1.59)'],1,1,1,0.6968803241848945,0.6152722895145416,0.7696158826351166,25.0,25.0,25.0,194.3,2.68,26.3,0,3,1,2,0.3
CHEMBL476267,CCNC(=O)C1=CC=C(OC)C(OC)=C1,1,['Rings: 1 (range: 1.88-2.92)'],1,1,1,0.687685502320528,0.5499594151973725,0.840290629863739,23.5,20.0,10.0,209.2,1.45,47.6,1,3,4,1,0.36
CHEMBL2297198,O=C(/C=C/C1=CC=CN1)C1=CSC=C1,1,['Fsp3: 0.0 (range: 0.13-0.49)'],1,1,1,0.4288163810968399,0.7378875911235809,0.8447084069252014,40.0,40.0,40.0,203.3,2.97,32.9,1,2,3,2,0.0
CHEMBL2047932,C=C(C#N)C(O)C1=CC=C(Cl)C=C1,2,"['Rings: 1 (range: 1.88-2.92)', 'Fsp3: 0.1 (range: 0.13-0.49)']",1,1,1,0.988754677772522,0.9827174067497252,0.9874191522598268,16.0,16.0,13.0,193.6,2.45,44.0,1,2,2,1,0.1
CHEMBL2047938,C=C(C#N)C(O)C1=CC=C(Cl)C=C1Cl,2,"['Rings: 1 (range: 1.88-2.92)', 'Fsp3: 0.1 (range: 0.13-0.49)']",1,1,1,0.990362024307251,0.981390631198883,0.9810685753822328,16.0,18.0,11.0,228.1,3.11,44.0,1,2,2,1,0.1
CHEMBL2047936,C=C(C#N)C(O)C1=CC=CC=C1Cl,2,"['Rings: 1 (range: 1.88-2.92)', 'Fsp3: 0.1 (range: 0.13-0.49)']",1,1,1,0.9868061780929566,0.9793984532356262,0.9861532092094422,18.0,16.0,13.0,193.6,2.45,44.0,1,2,2,1,0.1
CHEMBL4467784,C/C=N/N1C(S)=NN=C1C1=CC=NC=C1,2,"['HBA: 6 (range: 1.96-4.87)', 'Fsp3: 0.11 (range: 0.13-0.49)']",1,1,1,0.9732397437095642,0.927310001850128,0.9812925815582276,10.2,10.2,10.2,219.3,1.48,56.0,1,6,2,2,0.11
CHEMBL4533382,C=CC/C=N/N1C(S)=NN=C1C1=CC=NC=C1,2,"['HBA: 6 (range: 1.96-4.87)', 'Fsp3: 0.09 (range: 0.13-0.49)']",1,1,1,0.959534442424774,0.9355710268020628,0.9247856974601746,10.2,10.2,10.2,245.3,2.04,56.0,1,6,4,2,0.09
CHEMBL1946521,NC1=NC(COC(=O)CC2=CC=CC(C(F)(F)F)=C2)=CS1,2,"['TPSA: 65.2 (range: 18.70-56.82)', 'HBA: 5 (range: 1.96-4.87)']",1,1,1,0.9666845679283144,0.8643282771110534,0.9785127639770508,6.25,6.25,25.0,316.3,3.03,65.2,1,5,4,2,0.23
CHEMBL1946523,NC1=NC(COC(=O)C2=CC(F)=CC(C(F)(F)F)=C2)=CS1,2,"['TPSA: 65.2 (range: 18.70-56.82)', 'HBA: 5 (range: 1.96-4.87)']",1,1,1,0.9757863998413084,0.8972160339355468,0.9167556405067444,12.5,25.0,6.25,320.3,3.24,65.2,1,5,3,2,0.17
CHEMBL1257727,CN(C)C1=CC=C(/C=N/NC(=O)C2=CC(Cl)=C(Cl)N2)C=C1,2,"['TPSA: 60.5 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)']",1,1,1,0.9399369239807128,0.8750681638717651,0.9578720450401306,12.5,6.25,12.5,325.2,3.15,60.5,2,3,4,2,0.14
CHEMBL2235478,O=C1C(Cl)C2(C(=O)NC3=CC=CC=C32)N1C1=CC=CC=C1,2,"['Rings: 4 (range: 1.88-2.92)', 'Fsp3: 0.12 (range: 0.13-0.49)']",1,1,1,0.9547502398490906,0.9632923007011414,0.838349723815918,12.5,25.0,6.25,298.7,2.49,49.4,1,2,1,4,0.12
CHEMBL4754945,OC1=CC=C(Cl)C=C1CNC1=CC(C(F)(F)F)=CC=C1Cl,2,"['LogP: 5.33 (range: 1.39-4.01)', 'HBD: 2 (range: 0.23-1.59)']",1,1,1,0.9869901299476624,0.8534448266029357,0.9062484502792358,1.0,64.0,64.0,336.1,5.33,32.3,2,2,3,2,0.14
CHEMBL2234669,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=CC=C(C)C=C23)=C1,2,"['TPSA: 68.5 (range: 18.70-56.82)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9461731433868408,0.8206020951271057,0.9797787189483642,12.5,25.0,25.0,323.3,3.64,68.5,1,4,4,3,0.16
CHEMBL1926924,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=CC=C2Cl)S1,2,"['LogP: 4.43 (range: 1.39-4.01)', 'RotBonds: 5 (range: 0.61-4.74)']",1,1,1,0.9161967515945436,0.8758297681808471,0.953465723991394,25.067194,15.003498,10.033014,306.8,4.43,42.0,1,4,5,2,0.2
CHEMBL4795933,OC1=CC=C(Cl)C=C1CNC1=CC(C(F)(F)F)=CC=C1F,2,"['LogP: 4.82 (range: 1.39-4.01)', 'HBD: 2 (range: 0.23-1.59)']",1,1,1,0.9864474773406984,0.8411466717720032,0.9091196060180664,4.0,64.0,64.0,319.7,4.82,32.3,2,2,3,2,0.14
CHEMBL1926922,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=C(Cl)C=C2)S1,2,"['LogP: 4.43 (range: 1.39-4.01)', 'RotBonds: 5 (range: 0.61-4.74)']",1,1,1,0.9005366563796997,0.8857116580009461,0.9481700778007508,30.06836,20.035346,10.033014,306.8,4.43,42.0,1,4,5,2,0.2
CHEMBL1926923,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=CC(Cl)=C2)S1,2,"['LogP: 4.43 (range: 1.39-4.01)', 'RotBonds: 5 (range: 0.61-4.74)']",1,1,1,0.9174611926078796,0.8673920512199402,0.9457408308982848,30.06836,15.064862000000002,10.033014,306.8,4.43,42.0,1,4,5,2,0.2
CHEMBL451376,NC1=NC2=CC(Cl)=C(Cl)C=C2N1C1CCCC1,2,"['LogP: 4.04 (range: 1.39-4.01)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.955401885509491,0.8080505013465882,0.9624781727790832,3.12,50.0,6.25,270.2,4.04,43.8,1,3,1,3,0.42
CHEMBL1256158,CN(C)C1=CC=C(/C=N/NC(=O)C2=CC(Cl)=CN2)C=C1,2,"['TPSA: 60.5 (range: 18.70-56.82)', 'HBD: 2 (range: 0.23-1.59)']",1,1,1,0.9364539980888368,0.8492751955986023,0.9312206983566284,12.5,12.5,25.0,290.8,2.5,60.5,2,3,4,2,0.14
CHEMBL1926928,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=C(OC)C=C2)S1,2,"['HBA: 5 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)']",1,1,1,0.9108030438423156,0.8638241648674011,0.9416742086410522,20.01888,15.029279999999996,20.01888,302.4,3.79,51.2,1,5,6,2,0.25
CHEMBL445469,FC1=CC=C(CNC2=NC=NC3=C2N=CN3C2CCCC2)C(F)=C1,2,"['HBA: 5 (range: 1.96-4.87)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.977976894378662,0.792397940158844,0.9444772481918337,50.0,50.0,25.0,329.4,3.83,55.6,1,5,4,4,0.35
CHEMBL1256338,O=C(/C=C/C1=CC=CC=C1O)C1=CC(Cl)=CN1,2,"['HBD: 2 (range: 0.23-1.59)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.8202281713485717,0.932566511631012,0.9520643830299378,12.5,25.0,50.0,247.7,3.27,53.1,2,2,3,2,0.0
CHEMBL1926929,CCNC1=NC(C)=C(C(=O)/C=C/C2=CC=CC=C2OC)S1,2,"['HBA: 5 (range: 1.96-4.87)', 'RotBonds: 6 (range: 0.61-4.74)']",1,1,1,0.9120792388916016,0.8377976775169372,0.951159119606018,20.01888,25.03872,10.00944,302.4,3.79,51.2,1,5,6,2,0.25
CHEMBL2234296,O=C1CSC2=CC=C(Cl)C=C2N1CC1=CC=CC=C1,2,"['HBD: 0 (range: 0.23-1.59)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9673141360282898,0.828509509563446,0.9047916173934936,16.0,32.0,64.0,289.8,3.98,20.3,0,2,2,3,0.13
CHEMBL1256375,COC1=CC=C(/C=C/C(=O)C2=CC(Cl)=C(Cl)N2)C=C1,2,"['LogP: 4.23 (range: 1.39-4.01)', 'Fsp3: 0.07 (range: 0.13-0.49)']",1,1,1,0.8695555806159974,0.8999244451522828,0.9310991287231444,12.5,12.5,50.0,296.2,4.23,42.1,1,2,4,2,0.07
CHEMBL2283366,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=C(Cl)C=C2)=C1,2,"['MW: 367.6 (range: 183.21-338.85)', 'Fsp3: 0.07 (range: 0.13-0.49)']",1,1,1,0.9531255602836608,0.8735586047172547,0.872410237789154,6.25,6.25,3.125,367.6,3.88,50.7,1,3,4,2,0.07
CHEMBL2234670,CC(=O)NC1=CC=CC(OCC2=CC(=O)OC3=CC(C)=CC=C23)=C1,2,"['TPSA: 68.5 (range: 18.70-56.82)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9187942028045656,0.7893830895423889,0.9763492465019226,12.5,25.0,25.0,323.3,3.64,68.5,1,4,4,3,0.16
CHEMBL2283480,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=C(F)C=C2)=C1,2,"['MW: 351.2 (range: 183.21-338.85)', 'Fsp3: 0.07 (range: 0.13-0.49)']",1,1,1,0.9351652979850767,0.868952476978302,0.8797104477882385,6.25,12.5,12.5,351.2,3.36,50.7,1,3,4,2,0.07
CHEMBL2283365,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=CC(Cl)=C2)=C1,2,"['MW: 367.6 (range: 183.21-338.85)', 'Fsp3: 0.07 (range: 0.13-0.49)']",1,1,1,0.941061270236969,0.8515825510025025,0.8735933423042297,25.0,12.5,6.25,367.6,3.88,50.7,1,3,4,2,0.07
CHEMBL222621,CCOC(=O)C(C)SC1=C(N)C(=O)C2=CC=CC=C2C1=O,2,"['TPSA: 86.5 (range: 18.70-56.82)', 'HBA: 6 (range: 1.96-4.87)']",1,1,1,0.9736615538597106,0.7457091748714447,0.936189305782318,6.25,1.56,25.0,305.4,1.92,86.5,1,6,4,2,0.27
CHEMBL2234299,O=C1CSC2=CC=C(Cl)C=C2N1CC1CCCO1,2,"['HBD: 0 (range: 0.23-1.59)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9341773509979248,0.9131526589393616,0.8024001240730285,64.0,64.0,64.0,283.8,2.96,29.5,0,3,2,3,0.46
CHEMBL2298299,CC1(C2=CC=CC=C2)NNC(=O)CO1,2,"['LogP: 0.51 (range: 1.39-4.01)', 'HBD: 2 (range: 0.23-1.59)']",1,1,1,0.7946799039840698,0.8949338674545289,0.9512789368629456,25.0,25.0,25.0,192.2,0.51,50.4,2,3,1,2,0.3
CHEMBL461253,FC1=CC=C(CNC2=NC=NC3=C2N=CN3C2CCCC2)C=C1,2,"['HBA: 5 (range: 1.96-4.87)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.9773221015930176,0.7390949130058289,0.9087648272514344,25.0,50.0,3.12,311.4,3.69,55.6,1,5,4,4,0.35
CHEMBL2283478,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=C(C)C=C2)=C1,2,"['MW: 347.2 (range: 183.21-338.85)', 'Fsp3: 0.12 (range: 0.13-0.49)']",1,1,1,0.8896720886230469,0.8480709433555603,0.8797515153884887,12.5,6.25,6.25,347.2,3.53,50.7,1,3,4,2,0.12
CHEMBL2234103,O=C1CSC2=CC=CC(Cl)=C2N1CC1CCCO1,2,"['HBD: 0 (range: 0.23-1.59)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.9312044024467468,0.9051204681396484,0.7583044171333313,32.0,32.0,64.0,283.8,2.96,29.5,0,3,2,3,0.46
CHEMBL3309467,CC1=C(C2SCC(=O)N2C2=CC=C(Cl)C=C2O)SC=N1,2,"['HBA: 5 (range: 1.96-4.87)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.907148814201355,0.8012778401374817,0.8673709154129028,15.0,15.0,30.0,326.8,3.59,53.4,1,5,2,3,0.23
CHEMBL1257848,COC1=CC=C(OC)C(/C=C/C(=O)C2=CC(Cl)=C(Cl)N2)=C1,2,"['LogP: 4.23 (range: 1.39-4.01)', 'RotBonds: 5 (range: 0.61-4.74)']",1,1,1,0.784324836730957,0.8809144258499145,0.9038962602615356,6.25,6.25,50.0,326.2,4.23,51.3,1,3,5,2,0.13
CHEMBL1257849,COC1=CC=C(/C=C/C(=O)C2=CC(Cl)=C(Cl)N2)C=C1OC,2,"['LogP: 4.23 (range: 1.39-4.01)', 'RotBonds: 5 (range: 0.61-4.74)']",1,1,1,0.7665899753570556,0.8786752462387085,0.9006320357322692,3.125,6.25,50.0,326.2,4.23,51.3,1,3,5,2,0.13
CHEMBL2283367,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=CC=C2Cl)=C1,2,"['MW: 367.6 (range: 183.21-338.85)', 'Fsp3: 0.07 (range: 0.13-0.49)']",1,1,1,0.9281802296638488,0.7681935429573059,0.8409352421760559,12.5,6.25,6.25,367.6,3.88,50.7,1,3,4,2,0.07
CHEMBL1797153,N#CC1=CC=C(C[N+]2=CN3CCCCC3C2)C=C1,2,"['HBD: 0 (range: 0.23-1.59)', 'Rings: 3 (range: 1.88-2.92)']",1,1,1,0.8257974982261658,0.7328318953514099,0.9250536918640136,1.56,0.78,0.78,240.3,1.97,30.0,0,2,2,3,0.47
CHEMBL1092160,C=CCCCCCCCCC1=NN=C(NC2=CC=CC=C2)O1,2,"['LogP: 5.27 (range: 1.39-4.01)', 'RotBonds: 11 (range: 0.61-4.74)']",1,1,1,0.9584221839904784,0.5692933619022369,0.9346900224685668,6.25,12.5,25.0,299.4,5.27,51.0,1,4,11,2,0.44
CHEMBL2283479,COC1=CC=C(Br)C(C(=O)N/N=C\C2=CC=CN=C2)=C1,2,"['TPSA: 63.6 (range: 18.70-56.82)', 'Fsp3: 0.07 (range: 0.13-0.49)']",1,1,1,0.9418691515922546,0.6340224802494049,0.8518375992774964,6.25,6.25,3.125,334.2,2.62,63.6,1,4,4,2,0.07
CHEMBL1077326,C=CCCCCCCCCC1=NN=C(NC2=CC=CC=C2)S1,2,"['LogP: 5.74 (range: 1.39-4.01)', 'RotBonds: 11 (range: 0.61-4.74)']",1,1,1,0.8905635952949524,0.5485515296459198,0.8938867926597596,12.5,25.0,25.5,315.5,5.74,37.8,1,4,11,2,0.44
CHEMBL2151455,SC1=NN=C(C2=CC(Br)=C(Br)N2)O1,2,"['HBD: 2 (range: 0.23-1.59)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.7062382340431214,0.6317314654588699,0.9664018869400024,12.5,12.5,12.5,325.0,2.88,54.7,2,4,1,2,0.0
CHEMBL561551,O=[N+]([O-])C1=CC=C(C2=NC=CN2)C=C1,2,"['TPSA: 71.8 (range: 18.70-56.82)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.9570393562316896,0.527346271276474,0.813659918308258,7.5668,7.5668,62.4261,189.2,1.98,71.8,1,3,2,2,0.0
CHEMBL552291,BrC1=CC=C(C2=NC=CN2)C=C1,2,"['HBA: 1 (range: 1.96-4.87)', 'Fsp3: 0.0 (range: 0.13-0.49)']",1,1,1,0.9290865778923034,0.496087384223938,0.8512704253196717,6.6921,6.6921,62.4596,223.1,2.84,28.7,1,1,1,2,0.0
CHEMBL452433,CCOC(=O)C1=CC=C(OC)C(OC)=C1,2,"['HBD: 0 (range: 0.23-1.59)', 'Rings: 1 (range: 1.88-2.92)']",1,1,1,0.8579889297485351,0.5791048467159271,0.8258717656135559,22.0,20.0,12.0,210.2,1.88,44.8,0,4,4,1,0.36
CHEMBL2070621,O=C1C=CC[C@H](C2=CC=CS2)O1,2,"['MW: 180.2 (range: 183.21-338.85)', 'HBD: 0 (range: 0.23-1.59)']",1,1,1,0.9289338231086732,0.5950844991952181,0.7120324453338981,40.0,50.0,40.0,180.2,2.29,26.3,0,3,1,2,0.22
CHEMBL1289576,CN1C[C@H](C(=O)C2=CC=C(Cl)C=C2)[C@H]2C3=CC=CC=C3OC[C@H]21,2,"['HBD: 0 (range: 0.23-1.59)', 'Rings: 4 (range: 1.88-2.92)']",1,1,1,0.8608730912208558,0.6309931457042695,0.7152096152305603,20.0,10.0,45.0,327.8,3.63,29.5,0,3,2,4,0.32
CHEMBL1834046,O=C1C=CCC(C2=CC=CS2)O1,2,"['MW: 180.2 (range: 183.21-338.85)', 'HBD: 0 (range: 0.23-1.59)']",1,1,1,0.9363577246665956,0.5213616233319044,0.7405287683010101,30.0,20.0,25.0,180.2,2.29,26.3,0,3,1,2,0.22
CHEMBL1926930,CCCNC1=NC(C)=C(C(=O)/C=C/C2=CC=CC=C2)S1,2,"['LogP: 4.17 (range: 1.39-4.01)', 'RotBonds: 6 (range: 0.61-4.74)']",1,1,1,0.7638258337974548,0.5281129240989685,0.899384868144989,25.776,20.048,10.024,286.4,4.17,42.0,1,4,6,2,0.25
